Area Code,Coffee or Tea,Date,Dice:,Market,Market Size,Product,Product Type,Slice:,St,ST ,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Coffee Sales,Coffee Sales %,Cogs,Control Line- Average: Coffee as % of Sales,Inventory,Margin,Marketing,Number of Records,Profit,Profit %,Profit % Color Density,Sales,Sales + Profit,"Sales, Margin or Profit",Tea Sales,TeaCoffeeSales,Total Expenses
607,Tea,12/1/2012 12:00:00 AM,New York,East,Major Market,Lemon,Herbal Tea,East,New Y,NY,New York,Decaf,220,320,210,540,,,294,,1727,453,111,1,309,0.413654618,0.124096386,747,1056,747,747,747,144
561,Tea,12/1/2012 12:00:00 AM,Florida,East,Major Market,Mint,Herbal Tea,East,Flori,FL,Florida,Decaf,60,60,30,120,,,80,,1079,96,24,1,50,0.284090909,0.085227273,176,226,176,176,176,46
716,Tea,12/1/2012 12:00:00 AM,New York,East,Major Market,Mint,Herbal Tea,East,New Y,NY,New York,Decaf,180,-80,-150,100,,,241,,5121,-93,74,1,-189,-1.277027027,-0.383108108,148,-41,148,148,148,96
682,Coffee,12/1/2012 12:00:00 AM,Texas,South,Major Market,Decaf Irish Cream,Coffee,South,Texas,TX,Texas,Decaf,50,60,40,110,99,1,43,1,531,56,14,1,30,0.303030303,0.090909091,99,129,99,,99,26
214,Coffee,12/1/2012 12:00:00 AM,Texas,South,Major Market,Decaf Espresso,Espresso,South,Texas,TX,Texas,Decaf,40,60,40,100,133,1,54,1,601,79,15,1,52,0.390977444,0.117293233,133,185,133,,133,27
469,Tea,12/1/2012 12:00:00 AM,Texas,South,Major Market,Chamomile,Herbal Tea,South,Texas,TX,Texas,Decaf,50,60,30,110,,,54,,424,73,17,1,28,0.220472441,0.066141732,127,155,127,127,127,45
214,Tea,12/1/2012 12:00:00 AM,Texas,South,Major Market,Lemon,Herbal Tea,South,Texas,TX,Texas,Decaf,30,60,30,90,,,41,,435,60,13,1,24,0.237623762,0.071287129,101,125,101,101,101,36
714,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Decaf Irish Cream,Coffee,West,Calif,CA,California,Decaf,260,-40,-150,220,192,1,224,1,4216,-32,73,1,-149,-0.776041667,-0.2328125,192,43,192,,192,117
209,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Decaf Espresso,Espresso,West,Calif,CA,California,Decaf,240,310,210,550,576,1,247,1,1744,329,81,1,216,0.375,0.1125,576,792,576,,576,113
626,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Chamomile,Herbal Tea,West,Calif,CA,California,Decaf,80,110,80,190,,,86,,1003,124,24,1,89,0.423809524,0.127142857,210,299,210,210,210,35
415,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Lemon,Herbal Tea,West,Calif,CA,California,Decaf,220,260,170,480,,,241,,1321,284,74,1,188,0.358095238,0.107428571,525,713,525,525,525,96
805,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Mint,Herbal Tea,West,Calif,CA,California,Decaf,40,50,30,90,,,43,,531,56,14,1,29,0.292929293,0.087878788,99,128,99,99,99,27
719,Coffee,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Amaretto,Coffee,Central,Color,CO,Colorado,Regular,120,170,130,290,302,1,123,1,959,179,34,1,134,0.443708609,0.133112583,302,436,302,,302,45
513,Coffee,12/1/2012 12:00:00 AM,Ohio,Central,Major Market,Amaretto,Coffee,Central,Ohio,OH,Ohio,Regular,50,70,40,120,127,1,54,1,424,73,17,1,29,0.228346457,0.068503937,127,156,127,,127,44
970,Coffee,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Colombian,Coffee,Central,Color,CO,Colorado,Regular,40,50,30,90,99,1,43,1,531,56,14,1,29,0.292929293,0.087878788,99,128,99,,99,27
847,Coffee,12/1/2012 12:00:00 AM,Illinois,Central,Major Market,Colombian,Coffee,Central,Illin,IL,Illinois,Regular,220,300,190,520,534,1,224,1,1191,310,73,1,194,0.363295880,0.108988764,534,728,534,,534,116
614,Coffee,12/1/2012 12:00:00 AM,Ohio,Central,Major Market,Colombian,Coffee,Central,Ohio,OH,Ohio,Regular,40,50,20,90,101,1,41,1,435,60,13,1,24,0.237623762,0.071287129,101,125,101,,101,36
970,Coffee,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Caffe Mocha,Espresso,Central,Color,CO,Colorado,Regular,60,110,90,170,133,1,54,1,601,79,15,1,53,0.398496241,0.119548872,133,186,133,,133,26
815,Coffee,12/1/2012 12:00:00 AM,Illinois,Central,Major Market,Caffe Mocha,Espresso,Central,Illin,IL,Illinois,Regular,310,420,320,730,576,1,247,1,1744,329,81,1,216,0.375,0.1125,576,792,576,,576,113
740,Coffee,12/1/2012 12:00:00 AM,Ohio,Central,Major Market,Caffe Mocha,Espresso,Central,Ohio,OH,Ohio,Regular,190,200,140,390,306,1,153,1,1319,153,42,1,87,0.284313725,0.085294118,306,393,306,,306,66
303,Tea,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Darjeeling,Tea,Central,Color,CO,Colorado,Regular,30,50,10,80,,,46,,422,57,17,1,6,0.058252427,0.017475728,103,109,103,103,103,51
309,Tea,12/1/2012 12:00:00 AM,Illinois,Central,Major Market,Darjeeling,Tea,Central,Illin,IL,Illinois,Regular,40,70,50,110,,,54,,601,79,15,1,53,0.398496241,0.119548872,133,186,133,133,133,26
513,Tea,12/1/2012 12:00:00 AM,Ohio,Central,Major Market,Darjeeling,Tea,Central,Ohio,OH,Ohio,Regular,70,110,70,180,,,88,,817,133,29,1,72,0.325791855,0.097737557,221,293,221,221,221,61
303,Tea,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Earl Grey,Tea,Central,Color,CO,Colorado,Regular,40,50,20,90,,,53,,1054,63,16,1,26,0.224137931,0.067241379,116,142,116,116,116,37
630,Tea,12/1/2012 12:00:00 AM,Illinois,Central,Major Market,Earl Grey,Tea,Central,Illin,IL,Illinois,Regular,50,80,40,130,,,67,,677,101,22,1,47,0.279761905,0.083928571,168,215,168,168,168,54
740,Tea,12/1/2012 12:00:00 AM,Ohio,Central,Major Market,Earl Grey,Tea,Central,Ohio,OH,Ohio,Regular,110,150,90,260,,,134,,690,186,41,1,121,0.378125,0.1134375,320,441,320,320,320,65
719,Tea,12/1/2012 12:00:00 AM,Colorado,Central,Major Market,Green Tea,Tea,Central,Color,CO,Colorado,Regular,60,90,60,150,,,81,,551,104,26,1,66,0.356756757,0.107027027,185,251,185,185,185,38
754,Coffee,12/1/2012 12:00:00 AM,Florida,East,Major Market,Colombian,Coffee,East,Flori,FL,Florida,Regular,70,120,80,190,221,1,88,1,817,133,29,1,73,0.330316742,0.099095023,221,294,221,,221,60
351,Coffee,12/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Colombian,Coffee,East,Massa,MA,Massachusetts,Regular,60,390,360,450,510,1,67,1,-3534,443,22,1,390,0.764705882,0.229411765,510,900,510,,510,53
845,Coffee,12/1/2012 12:00:00 AM,New York,East,Major Market,Colombian,Coffee,East,New Y,NY,New York,Regular,250,370,250,620,699,1,279,1,2642,420,97,1,271,0.387696710,0.116309013,699,970,699,,699,149
305,Coffee,12/1/2012 12:00:00 AM,Florida,East,Major Market,Caffe Mocha,Espresso,East,Flori,FL,Florida,Regular,100,140,30,240,250,1,105,1,716,145,95,1,21,0.084,0.0252,250,271,250,,250,124
339,Coffee,12/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Caffe Mocha,Espresso,East,Massa,MA,Massachusetts,Regular,40,50,-10,90,99,1,47,1,571,52,42,1,-20,-0.202020202,-0.060606061,99,79,99,,99,72
212,Coffee,12/1/2012 12:00:00 AM,New York,East,Major Market,Caffe Mocha,Espresso,East,New Y,NY,New York,Regular,130,-70,-210,60,66,1,135,1,3641,-69,122,1,-224,-3.393939394,-1.018181818,66,-158,66,,66,155
351,Coffee,12/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Regular Espresso,Espresso,East,Massa,MA,Massachusetts,Regular,150,140,80,290,306,1,153,1,1319,153,42,1,87,0.284313725,0.085294118,306,393,306,,306,66
718,Coffee,12/1/2012 12:00:00 AM,New York,East,Major Market,Regular Espresso,Espresso,East,New Y,NY,New York,Regular,240,400,320,640,657,1,250,1,723,407,70,1,312,0.474885845,0.142465753,657,969,657,,657,95
813,Tea,12/1/2012 12:00:00 AM,Florida,East,Major Market,Darjeeling,Tea,East,Flori,FL,Florida,Regular,30,40,30,70,,,30,,882,45,8,1,26,0.346666667,0.104,75,101,75,75,75,19
617,Tea,12/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Darjeeling,Tea,East,Massa,MA,Massachusetts,Regular,30,50,40,80,,,33,,870,49,9,1,29,0.353658537,0.106097561,82,111,82,82,82,20
716,Tea,12/1/2012 12:00:00 AM,New York,East,Major Market,Darjeeling,Tea,East,New Y,NY,New York,Regular,90,120,90,210,,,86,,1003,124,24,1,89,0.423809524,0.127142857,210,299,210,210,210,35
718,Tea,12/1/2012 12:00:00 AM,New York,East,Major Market,Earl Grey,Tea,East,New Y,NY,New York,Regular,120,190,150,310,,,123,,959,179,34,1,133,0.440397351,0.132119205,302,435,302,302,302,46
863,Tea,12/1/2012 12:00:00 AM,Florida,East,Major Market,Green Tea,Tea,East,Flori,FL,Florida,Regular,30,50,40,80,,,34,,863,51,9,1,30,0.352941176,0.105882353,85,115,85,85,85,21
857,Tea,12/1/2012 12:00:00 AM,Massachusetts,East,Major Market,Green Tea,Tea,East,Massa,MA,Massachusetts,Regular,30,40,30,70,,,29,,490,44,8,1,25,0.342465753,0.102739726,73,98,73,73,73,19
518,Tea,12/1/2012 12:00:00 AM,New York,East,Major Market,Green Tea,Tea,East,New Y,NY,New York,Regular,50,80,60,130,,,54,,601,79,15,1,52,0.390977444,0.117293233,133,185,133,133,133,27
972,Coffee,12/1/2012 12:00:00 AM,Texas,South,Major Market,Colombian,Coffee,South,Texas,TX,Texas,Regular,280,340,240,620,525,1,241,1,1321,284,74,1,188,0.358095238,0.107428571,525,713,525,,525,96
512,Coffee,12/1/2012 12:00:00 AM,Texas,South,Major Market,Caffe Latte,Espresso,South,Texas,TX,Texas,Regular,50,70,30,120,168,1,67,1,-1239,101,22,1,47,0.279761905,0.083928571,168,215,168,,168,54
972,Coffee,12/1/2012 12:00:00 AM,Texas,South,Major Market,Caffe Mocha,Espresso,South,Texas,TX,Texas,Regular,90,140,110,230,302,1,123,1,959,179,34,1,133,0.440397351,0.132119205,302,435,302,,302,46
951,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Amaretto,Coffee,West,Calif,CA,California,Regular,150,-30,-90,120,102,1,127,1,2947,-25,40,1,-88,-0.862745098,-0.258823529,102,14,102,,102,63
707,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Colombian,Coffee,West,Calif,CA,California,Regular,330,500,350,830,699,1,279,1,2642,420,97,1,271,0.387696710,0.116309013,699,970,699,,699,149
916,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Caffe Latte,Espresso,West,Calif,CA,California,Regular,240,240,160,480,501,1,250,1,1820,251,70,1,157,0.313373253,0.094011976,501,658,501,,501,94
530,Coffee,12/1/2012 12:00:00 AM,California,West,Major Market,Caffe Mocha,Espresso,West,Calif,CA,California,Regular,130,180,40,310,322,1,135,1,940,187,122,1,31,0.096273292,0.028881988,322,353,322,,322,156
916,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Darjeeling,Tea,West,Calif,CA,California,Regular,90,130,110,220,,,123,,959,179,34,1,134,0.443708609,0.133112583,302,436,302,302,302,45
619,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Earl Grey,Tea,West,Calif,CA,California,Regular,30,60,50,90,,,54,,601,79,15,1,53,0.398496241,0.119548872,133,186,133,133,133,26
213,Tea,12/1/2012 12:00:00 AM,California,West,Major Market,Green Tea,Tea,West,Calif,CA,California,Regular,40,80,50,120,,,67,,677,101,22,1,47,0.279761905,0.083928571,168,215,168,168,168,54
319,Coffee,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Decaf Irish Cream,Coffee,Central,Iowa,IA,Iowa,Decaf,0,20,10,20,24,1,10,1,594,14,3,1,-1,-0.041666667,-0.0125,24,23,24,,24,15
816,Coffee,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Decaf Irish Cream,Coffee,Central,Misso,MO,Missouri,Decaf,60,70,40,130,139,1,63,1,1075,76,19,1,36,0.258992806,0.077697842,139,175,139,,139,40
715,Coffee,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Decaf Irish Cream,Coffee,Central,Wisco,WI,Wisconsin,Decaf,80,110,70,190,195,1,83,1,575,112,27,1,57,0.292307692,0.087692308,195,252,195,,195,55
641,Coffee,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Decaf Espresso,Espresso,Central,Iowa,IA,Iowa,Decaf,0,50,40,50,43,1,0,1,344,43,0,1,32,0.744186047,0.223255814,43,75,43,,43,11
314,Coffee,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Decaf Espresso,Espresso,Central,Misso,MO,Missouri,Decaf,30,60,50,90,77,1,31,1,844,46,8,1,27,0.350649351,0.105194805,77,104,77,,77,19
262,Coffee,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Decaf Espresso,Espresso,Central,Wisco,WI,Wisconsin,Decaf,30,40,30,70,56,1,24,1,567,32,7,1,13,0.232142857,0.069642857,56,69,56,,56,19
641,Tea,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Chamomile,Herbal Tea,Central,Iowa,IA,Iowa,Decaf,230,300,200,530,,,247,,1744,329,81,1,216,0.375,0.1125,576,792,576,576,576,113
417,Tea,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Chamomile,Herbal Tea,Central,Misso,MO,Missouri,Decaf,40,60,0,100,,,49,,335,69,44,1,-5,-0.042372881,-0.012711864,118,113,118,118,118,74
920,Tea,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Chamomile,Herbal Tea,Central,Wisco,WI,Wisconsin,Decaf,30,60,30,90,,,41,,320,66,12,1,30,0.280373832,0.084112150,107,137,107,107,107,36
319,Tea,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Lemon,Herbal Tea,Central,Iowa,IA,Iowa,Decaf,120,170,120,290,,,127,,830,185,40,1,123,0.394230769,0.118269231,312,435,312,312,312,62
573,Tea,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Lemon,Herbal Tea,Central,Misso,MO,Missouri,Decaf,80,60,20,140,,,92,,1898,68,28,1,16,0.1,0.03,160,176,160,160,160,52
715,Tea,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Lemon,Herbal Tea,Central,Wisco,WI,Wisconsin,Decaf,30,40,30,70,,,34,,863,51,9,1,30,0.352941176,0.105882353,85,115,85,85,85,21
959,Coffee,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Decaf Espresso,Espresso,East,Conne,CT,Connecticut,Decaf,40,70,40,110,114,1,49,1,392,65,16,1,21,0.184210526,0.055263158,114,135,114,,114,44
475,Tea,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Lemon,Herbal Tea,East,Conne,CT,Connecticut,Decaf,50,60,20,110,,,68,,619,85,25,1,27,0.176470588,0.052941176,153,180,153,153,153,58
603,Tea,12/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Lemon,Herbal Tea,East,New H,NH,New Hampshire,Decaf,20,40,10,60,,,39,,250,49,14,1,2,0.022727273,0.006818182,88,90,88,88,88,47
475,Tea,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Mint,Herbal Tea,East,Conne,CT,Connecticut,Decaf,40,60,40,100,,,63,,1075,76,19,1,36,0.258992806,0.077697842,139,175,139,139,139,40
225,Coffee,12/1/2012 12:00:00 AM,Louisiana,South,Small Market,Decaf Irish Cream,Coffee,South,Louis,LA,Louisiana,Decaf,40,60,50,100,85,1,34,1,863,51,9,1,31,0.364705882,0.109411765,85,116,85,,85,20
505,Coffee,12/1/2012 12:00:00 AM,New Mexico,South,Small Market,Decaf Irish Cream,Coffee,South,New M,NM,New Mexico,Decaf,100,90,40,190,160,1,92,1,1898,68,28,1,16,0.1,0.03,160,176,160,,160,52
580,Coffee,12/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Decaf Irish Cream,Coffee,South,Oklah,OK,Oklahoma,Decaf,30,60,50,90,82,1,33,1,870,49,9,1,28,0.341463415,0.102439024,82,110,82,,82,21
225,Coffee,12/1/2012 12:00:00 AM,Louisiana,South,Small Market,Decaf Espresso,Espresso,South,Louis,LA,Louisiana,Decaf,30,50,20,80,106,1,43,1,466,63,13,1,27,0.254716981,0.076415094,106,133,106,,106,36
505,Coffee,12/1/2012 12:00:00 AM,New Mexico,South,Small Market,Decaf Espresso,Espresso,South,New M,NM,New Mexico,Decaf,30,30,0,60,89,1,38,1,256,51,12,1,12,0.134831461,0.040449438,89,101,89,,89,39
405,Coffee,12/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Decaf Espresso,Espresso,South,Oklah,OK,Oklahoma,Decaf,60,110,60,170,221,1,88,1,817,133,29,1,72,0.325791855,0.097737557,221,293,221,,221,61
225,Tea,12/1/2012 12:00:00 AM,Louisiana,South,Small Market,Chamomile,Herbal Tea,South,Louis,LA,Louisiana,Decaf,80,110,70,190,,,94,,540,120,31,1,77,0.359813084,0.107943925,214,291,214,214,214,43
505,Tea,12/1/2012 12:00:00 AM,New Mexico,South,Small Market,Chamomile,Herbal Tea,South,New M,NM,New Mexico,Decaf,10,20,10,30,,,16,,851,25,4,1,9,0.219512195,0.065853659,41,50,41,41,41,16
405,Tea,12/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Chamomile,Herbal Tea,South,Oklah,OK,Oklahoma,Decaf,60,70,20,130,,,65,,403,80,24,1,22,0.151724138,0.045517241,145,167,145,145,145,58
985,Tea,12/1/2012 12:00:00 AM,Louisiana,South,Small Market,Lemon,Herbal Tea,South,Louis,LA,Louisiana,Decaf,60,80,30,140,,,68,,619,85,25,1,26,0.169934641,0.050980392,153,179,153,153,153,59
505,Tea,12/1/2012 12:00:00 AM,New Mexico,South,Small Market,Lemon,Herbal Tea,South,New M,NM,New Mexico,Decaf,20,40,20,60,,,31,,1009,38,9,1,7,0.101449275,0.030434783,69,76,69,69,69,31
580,Tea,12/1/2012 12:00:00 AM,Oklahoma,South,Small Market,Lemon,Herbal Tea,South,Oklah,OK,Oklahoma,Decaf,90,140,30,230,,,105,,716,145,95,1,20,0.08,0.024,250,270,250,250,250,125
702,Coffee,12/1/2012 12:00:00 AM,Nevada,West,Small Market,Decaf Irish Cream,Coffee,West,Nevad,NV,Nevada,Decaf,30,50,30,80,69,1,31,1,1009,38,9,1,8,0.115942029,0.034782609,69,77,69,,69,30
503,Coffee,12/1/2012 12:00:00 AM,Oregon,West,Small Market,Decaf Irish Cream,Coffee,West,Orego,OR,Oregon,Decaf,40,80,50,120,101,1,41,1,435,60,13,1,25,0.247524752,0.074257426,101,126,101,,101,35
435,Coffee,12/1/2012 12:00:00 AM,Utah,West,Small Market,Decaf Irish Cream,Coffee,West,Utah,UT,Utah,Decaf,80,100,50,180,153,1,68,1,619,85,25,1,26,0.169934641,0.050980392,153,179,153,,153,59
509,Coffee,12/1/2012 12:00:00 AM,Washington,West,Small Market,Decaf Irish Cream,Coffee,West,Washi,WA,Washington,Decaf,120,170,50,290,250,1,105,1,716,145,95,1,20,0.08,0.024,250,270,250,,250,125
702,Coffee,12/1/2012 12:00:00 AM,Nevada,West,Small Market,Decaf Espresso,Espresso,West,Nevad,NV,Nevada,Decaf,20,30,20,50,58,1,23,1,807,35,6,1,17,0.293103448,0.087931034,58,75,58,,58,18
971,Coffee,12/1/2012 12:00:00 AM,Oregon,West,Small Market,Decaf Espresso,Espresso,West,Orego,OR,Oregon,Decaf,150,140,80,290,306,1,153,1,1319,153,42,1,87,0.284313725,0.085294118,306,393,306,,306,66
435,Coffee,12/1/2012 12:00:00 AM,Utah,West,Small Market,Decaf Espresso,Espresso,West,Utah,UT,Utah,Decaf,40,70,50,110,123,1,50,1,898,73,14,1,47,0.382113821,0.114634146,123,170,123,,123,26
253,Coffee,12/1/2012 12:00:00 AM,Washington,West,Small Market,Decaf Espresso,Espresso,West,Washi,WA,Washington,Decaf,70,100,60,170,176,1,80,1,1079,96,24,1,51,0.289772727,0.086931818,176,227,176,,176,45
702,Tea,12/1/2012 12:00:00 AM,Nevada,West,Small Market,Chamomile,Herbal Tea,West,Nevad,NV,Nevada,Decaf,120,170,30,290,,,135,,940,187,122,1,32,0.099378882,0.029813665,322,354,322,322,322,155
541,Tea,12/1/2012 12:00:00 AM,Oregon,West,Small Market,Chamomile,Herbal Tea,West,Orego,OR,Oregon,Decaf,20,30,20,50,,,24,,829,36,6,1,19,0.316666667,0.095,60,79,60,60,60,17
435,Tea,12/1/2012 12:00:00 AM,Utah,West,Small Market,Chamomile,Herbal Tea,West,Utah,UT,Utah,Decaf,40,70,40,110,,,52,,327,75,16,1,36,0.283464567,0.085039370,127,163,127,127,127,39
509,Tea,12/1/2012 12:00:00 AM,Washington,West,Small Market,Chamomile,Herbal Tea,West,Washi,WA,Washington,Decaf,100,160,110,260,,,115,,1166,174,37,1,105,0.363321799,0.108996540,289,394,289,289,289,69
775,Tea,12/1/2012 12:00:00 AM,Nevada,West,Small Market,Lemon,Herbal Tea,West,Nevad,NV,Nevada,Decaf,210,280,170,490,,,224,,1191,310,73,1,194,0.363295880,0.108988764,534,728,534,534,534,116
541,Tea,12/1/2012 12:00:00 AM,Oregon,West,Small Market,Lemon,Herbal Tea,West,Orego,OR,Oregon,Decaf,70,100,70,170,,,81,,551,104,26,1,66,0.356756757,0.107027027,185,251,185,185,185,38
801,Tea,12/1/2012 12:00:00 AM,Utah,West,Small Market,Lemon,Herbal Tea,West,Utah,UT,Utah,Decaf,40,70,40,110,,,48,,462,74,15,1,28,0.229508197,0.068852459,122,150,122,122,122,46
425,Tea,12/1/2012 12:00:00 AM,Washington,West,Small Market,Lemon,Herbal Tea,West,Washi,WA,Washington,Decaf,40,70,50,110,,,49,,845,71,13,1,46,0.383333333,0.115,120,166,120,120,120,25
775,Tea,12/1/2012 12:00:00 AM,Nevada,West,Small Market,Mint,Herbal Tea,West,Nevad,NV,Nevada,Decaf,120,170,120,290,,,127,,830,185,40,1,122,0.391025641,0.117307692,312,434,312,312,312,63
435,Tea,12/1/2012 12:00:00 AM,Utah,West,Small Market,Mint,Herbal Tea,West,Utah,UT,Utah,Decaf,80,60,20,140,,,92,,1898,68,28,1,17,0.10625,0.031875,160,177,160,160,160,51
641,Coffee,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Amaretto,Coffee,Central,Iowa,IA,Iowa,Regular,10,30,20,40,41,1,16,1,851,25,4,1,10,0.243902439,0.073170732,41,51,41,,41,15
715,Coffee,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Amaretto,Coffee,Central,Wisco,WI,Wisconsin,Regular,60,80,30,140,145,1,65,1,403,80,24,1,22,0.151724138,0.045517241,145,167,145,,145,58
563,Coffee,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Colombian,Coffee,Central,Iowa,IA,Iowa,Regular,30,30,10,60,69,1,31,1,1009,38,9,1,8,0.115942029,0.034782609,69,77,69,,69,30
573,Coffee,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Colombian,Coffee,Central,Misso,MO,Missouri,Regular,60,90,40,150,153,1,68,1,619,85,25,1,26,0.169934641,0.050980392,153,179,153,,153,59
715,Coffee,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Colombian,Coffee,Central,Wisco,WI,Wisconsin,Regular,100,140,30,240,250,1,105,1,716,145,95,1,20,0.08,0.024,250,270,250,,250,125
515,Coffee,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Caffe Mocha,Espresso,Central,Iowa,IA,Iowa,Regular,20,50,40,70,58,1,23,1,807,35,6,1,17,0.293103448,0.087931034,58,75,58,,58,18
314,Coffee,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Caffe Mocha,Espresso,Central,Misso,MO,Missouri,Regular,60,90,70,150,123,1,50,1,898,73,14,1,48,0.390243902,0.117073171,123,171,123,,123,25
715,Coffee,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Caffe Mocha,Espresso,Central,Wisco,WI,Wisconsin,Regular,100,120,80,220,176,1,80,1,1079,96,24,1,50,0.284090909,0.085227273,176,226,176,,176,46
641,Tea,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Darjeeling,Tea,Central,Iowa,IA,Iowa,Regular,210,200,120,410,,,250,,1820,251,70,1,156,0.311377246,0.093413174,501,657,501,501,501,95
573,Tea,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Darjeeling,Tea,Central,Misso,MO,Missouri,Regular,30,40,10,70,,,38,,256,51,12,1,11,0.123595506,0.037078652,89,100,89,89,89,40
262,Tea,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Darjeeling,Tea,Central,Wisco,WI,Wisconsin,Regular,30,50,20,80,,,43,,466,63,13,1,28,0.264150943,0.079245283,106,134,106,106,106,35
641,Tea,12/1/2012 12:00:00 AM,Iowa,Central,Small Market,Earl Grey,Tea,Central,Iowa,IA,Iowa,Regular,240,300,170,540,,,294,,1838,360,111,1,216,0.330275229,0.099082569,654,870,654,654,654,144
573,Tea,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Earl Grey,Tea,Central,Misso,MO,Missouri,Regular,10,20,-10,30,,,20,,218,25,7,1,-16,-0.355555556,-0.106666667,45,29,45,45,45,41
920,Tea,12/1/2012 12:00:00 AM,Wisconsin,Central,Small Market,Earl Grey,Tea,Central,Wisco,WI,Wisconsin,Regular,40,60,0,100,,,55,,627,76,49,1,-3,-0.022900763,-0.006870229,131,128,131,131,131,79
636,Tea,12/1/2012 12:00:00 AM,Missouri,Central,Small Market,Green Tea,Tea,Central,Misso,MO,Missouri,Regular,30,40,0,70,,,39,,250,49,14,1,2,0.022727273,0.006818182,88,90,88,88,88,47
603,Coffee,12/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Amaretto,Coffee,East,New H,NH,New Hampshire,Regular,40,70,50,110,127,1,52,1,327,75,16,1,37,0.291338583,0.087401575,127,164,127,,127,38
203,Coffee,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Colombian,Coffee,East,Conne,CT,Connecticut,Regular,100,160,110,260,289,1,115,1,1166,174,37,1,105,0.363321799,0.108996540,289,394,289,,289,69
603,Coffee,12/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Colombian,Coffee,East,New H,NH,New Hampshire,Regular,40,60,30,100,122,1,48,1,462,74,15,1,28,0.229508197,0.068852459,122,150,122,,122,46
475,Coffee,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Caffe Mocha,Espresso,East,Conne,CT,Connecticut,Regular,50,70,10,120,131,1,55,1,627,76,49,1,-2,-0.015267176,-0.004580153,131,129,131,,131,78
603,Coffee,12/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Caffe Mocha,Espresso,East,New H,NH,New Hampshire,Regular,40,70,10,110,118,1,49,1,335,69,44,1,-4,-0.033898305,-0.010169492,118,114,118,,118,73
603,Coffee,12/1/2012 12:00:00 AM,New Hampshire,East,Small Market,Regular Espresso,Espresso,East,New H,NH,New Hampshire,Regular,10,30,0,40,45,1,20,1,218,25,7,1,-16,-0.355555556,-0.106666667,45,29,45,,45,41
860,Tea,12/1/2012 12:00:00 AM,Connecticut,East,Small Market,Darjeeling,Tea,East,Conne,CT,Connecticut,Regular,50,70,50,120,,,50,,898,73,14,1,47,0.382113821,0.114634146,123,170,123,123,123,26
